sentiment;Review
1;Me ha encantado este hotel, es super tranquilo, está en un sitio precioso, hay una playa virgen a la que se cruza en un barquito, que es enorme y muy tranquila, el hotel tiene de todo, las comidas son buenas, muy limpio, la piscina me encanto, unas vistas al mar maravillosas, el trato fue inmejorable, fuimos una pareja, y no nos aburrimos nada estuvimos muy animados, haciendo aerobic, clases de salsa, hay además muchos espectáculos, el personal de animación es muy bueno (sin dejar atrás a todos los demás que fueron muy amables), solo decir que volveremos sin duda lo antes que podamos.
1;Hotel muy completo en todos los aspectos. El TI, perfecto con bebidas internacionales. Las habitaciones muy completas y el baño bien. El personal muy atento y servicial. La limpieza correcta tanto rn habitacion como en instalaciones. Las comidas bastante bien, el buffet bastante completo. Repito un hotel para descansar y olvidarse del stres cotidiano de la ciudad.
0;el hotel un desastre, creo que lo cerraran y le pondran otro nombre por que ahora mismo es para llorar, mala recepcion, las camas un desastre, las paredes con lamparones, lo que se suponia iba a ser un viaje de relax , parecia las colas del metro para comer, beber. como digo lo mejor el tiempo. el servicio de internet pesimo, habia que ir a recepcion y pedir que nos pusieran corriente en los enchufes. Del folleto informativo del hotel a cumplido el 20%, ya que no funcionada ni los snaks, la parrila, los pub de noche, y la supuesta cena andaluza despues de 15 dias de estancia todavia la estamos esperando. supongo que estos comentarios no valdra para nada, ya que creo que lo cierran y lo habren con otro nombre.
0;"Quitenle unas cuantas estrellas a su hotel, no recuerdo haber estado en un hotel más ruidoso y agobiante. La comida de mala calidad y repetitiva, enormes colas (no creo que en ningún sitio se haga una cola para la cerveza y otra para el resto de bebidas).Nos cambiaron en recepción una cena por el almuerzo del día de nuestra salida y cuando fuimos a almorzar, después de esperar la cola, nos dice el ""simpático""de la puerta que esos cambios nos se pueden hacer y que ""bueno, os daremos de comer"",(cojoncete, la comida la he pagado yo) pasamos vergüenza delante de la gente que había en la cola. Nos vuelvo por allí ni regalándome la estancia"
0;Hemos pasado una semana allí preguntándonos cómo puede calificarse con cuatro estrellas este hotel. El personal insuficiente tanto en la recepción como en el comedor y cafetería. La habitación es grande pero con paredes sucias, colchones gastados, toallas deshilachadas, desagües atrancados, el minibar vacio. La conexión wifi es gratuita pero imposible acceder desde la propia habitación y hay que peregrinar por todo el edificio en busca de una señal debilisima. Las piscinas sucias y sin azulejos. Pero lo peor es el comedor: un horario reducidísimo (2 horas) para dar servicio a muchísimas personas, por lo que las colas son diarias y en todos los turnos. La calidad de las comidas es pésima, sin variedad y mal preparada.....
0;"Hola muy buenas en primer lugar queria decir que las instalaciones son muy buenas pero por contra estan muy mal cuidadas, los alrededores de las piscinas con mucha basura de tanta acumulacion de vaso de plastico, mucha peste de no limpiar por alli desde la apertura en primavera, los desagues totalmente sucios hacia donde van muchos mosqitoa y avispas, lo del todo incluido de pena es un robo total, una cola de 20 pax y solo una camarera atendiendo como en la feria, te dan un maximo de 2 bebidas por pax y pedido, no puedes pedir mas hasta ponerte de nuevo en la cola, no hay nada para acompañar los refrescos y demas solo frutos secos que por cierto se acabaron, y sus respuestas a mi sorpresa fue que el repartidor no habia pasado por el hotel, otro tema es el de la comida mas lamentable aun, todo repetitivo y donde no poder elegir, muchas patatas fritas, zota, caballo y rey, los postres lo mismo te digo, de pena ni un poco de atun para las ensaladas, en 4 dias de estancia ni un dia hubo pollo, no pido solomillo pero algo donde elegir, y muha fritura de empanadillas y croquetas, de verguenza, la habitacion amplia pero descuidada y sucia telaraña con arañas pequeñas en los techos y rincones, la terraza con un tendedero inusable por la suciedad, lo peor de todo es el servicio del personal de restaurante, maitres inclusive, barras y demas les pedia algo y parecia que me hacian un favor dandomelo, no me fui del hotel porque lo tenia pagado atraves de la agencia, llevava a un bebe y no queria tener problemas con la devolucio, pero eso si estoy iendo agencia por agencia dando la nota y esperando que llege algun cliente preguntando por el hotel, para poder ayudarlo y no le pase lo que a mi; nada mas y espero recibir alguna disculpa por vuestra parte"
0;He estado con mi familia entre los dias 2 y 5 de septiembre y la verdad me parece que para un hotel de cuatro estrellas en regimen todo incluido deja bastante que desear y además no cumplén con lo que ofertan en la pagina web. concretamos por partes:1.- Detalle de bienvenida, inexistente.2.- Atención de buenas noches, a las doce te mandan a la cama por que te apagan la luz y te cortan todos los servicios.3.- Buffet, en ocaciones el pescado olia mal, de muy baja calidad, muy repetitivo, las sobras del almuerzo para la cena y sino para el dia siguiente, en la mili se comia mejor. A veces te llevas un rato dando vueltas para ver que comer por que no hay nada con un mínimo de calidad y te quedas con hambre. Una verguenza.4.- Mini bar, en regimen todo incluido está incluido, pero si no lo pides no te lo ponen y solo al dia siguiente de que lo pidas, imposible el mismo dia y ya no te lo reponen más. Composición del mismo: 3 refrescos con tapon de chapa y una botella de agua pequeña, los zumos se olvidaron. El tapon de chapa para ayudarte a consumirlas claro.5.- Snacks. la mortadela, el queso o el salami que sobra del desayuno componen los maravillos snacks de por la tarde.6.- Restaurante tematico con menus de degustiación cerrado, aunque en su pagina web te lo ofertan de domingo a jueves. el viernes cuando llegué fui a reservarlo para el domingo por la noche y en recepción me dicen que está cerrado.7.- El servicio de por la tarde, un desastre, pedimos a las cuatro y media un café en el bar de la piscina y me dicen que no me lo ponen porque la maquina ya está limpia, que tengo que esperar a que habrán el bar a las cinco.8.- La organización de servicio de bebidas, solo se pueden pedir dos copas por turno, es decir si vas con cuatro personas, o una te acompaña o haces dos veces la cola. Cuando está en regimen TI las copas las sirven de espaldas al cliente y cuando las abonas en metalico te las sirven delante, como toda la vida. Si les pides que te sirvan la copa delante se puede ver que las bedidas alcoholicas carecen de gollete, al menos el beefeater que me servian a mí, porque un cliente de pago en la barra pidio un ron brugal y este sí tenia gollete, como lo veo pido un ron brugal, me lo sirven de espaldas y de otra botella, vamos la situación mas indignante que vivido y la forma mas descarada de tomarme el pelo.9.- Mantenimiento de la piscina, faltan azulejitos por todas partes, con el riesgo de corte de los niños. 10.- Mantenimiento de las habitaciones, paredes sucias. La verdad es que comence este año las vacaciones con mucha ilusión y el hecho de estar en este hotel, que es de cuatro estrellas por 775 € por tres días, y tener la impresión constante de tomadura de pelo me la han fastidiado.
0;"Contraté el puente de Agosto directamente, sin agencia. Me ofertaron media o pensión completa; nadie me habló del TI. Al enterarme allí de esa opción, llamé para informarme y me pasaron varias veces de central reservas a recepción y viceversa hasta que dije que no me marearan más: la central de reservas en Mallorca, la recepción en Huelva y una enmedio mareada. Nos quedamos en media pensión, pero para poder picar algo fuera de la comida contratada, nada de nada. Una bicicleta (8 €) para poder ir al pueblo por un paquete de bimbo y unos fiambres. El minibar previo contrato, previo pago y eso sí, no suben hielo: ''normas de la casa, señora, por el hielo tiene que bajar usted'' y vease a una despues de abonar el minibar, quitarse el pijama y vestirse a por dos vasitos de plástico con unos cubitos. Las bebidas a precio de hotel de verdad, cosa que no es este ni de refilón. A parte de las vistas preciosas, el hotel es un almacen de personas; conozco bastantes, viaje mucho y nunca me he sentido que me robaran tan descaradamente por una nula atención. Pena no haberme podido ir pq viajaba con un bebé. Conozco bien Huelva, vivo aquí y nunca aconsejaré este hotel a nadie. Quien esté acostumbrada a una mínima calidad, que no pague casi 200€ por un colchón que se le salen los muelles."
0;Me aloje con mi marido y mis 2 hijas del 4 al 10 de Julio. Las instalaciones no estan mal, y parte del personal cumple con su trabajo a la perfeccion aqui se acaba lo bueno. El ti es una estafa las meriendas sanwiches de mortadela o chopedd y una cesta con dulces tipo palmeritas de hoja y lazos o plumcake. los snacks de la piscina kikos y avellanas, dos bebidas por persona segun el personal para ahorrar colas, en lugar de estar agusto nos pasamos la mañana dando vueltas para tomarnos un refresco eso si acompañado de kikos... llegamos al almuerzo los dos primeros dias pasable a partir del miercoles horrible no habia por donde coger la comida ademas de repetitiva mala.. la cena una repeticion del almuerzo penoso en mi casa no como caviar ni gambas to los dias pero algo de calidad es lo que se espera de una cadena de hoteles de 4 estrellas. Si quieres agua de botellas nada un vaso de plastico, si estas tomando medicinas te fastidias y te pillas tu una botella previo pago por supesto.. vamos con todo lo que ofrece el hotel, garaje cuando llegas y preguntas te dicen que esta completo y cuando bajas y lo ves todas las plazas libres, claro entonces reclamas y te dan una plaza. Detalle de bienvenida, yo llegue el lunes y me lo pusieron el sabado despues de reclamarlo por supuesto, la excusa es que entra mucha gente el mismo dia y se les pasa.... la de todo el mundo porque de las familias que estabamos alojadas no nos la pusieron a ninguno. detalle de buenas noches en la recepcion no sabian lo que era, el minibar con bebidas gratis(zumos y aguas)vacio, carta de almohadas no existe, la salida del ti es con el almuerzo pero de eso no te informan en el hotel y en el papel que te dan para las comidas, sales el ultimo dia con el desayuno, en mi caso nos enteramos porque unos amigos nos lo comentaron y cuando preguntas te dicen que al imprimir el papel por defecto sale el de la PC claro asi la mayor parte de la gente que lleva TI se marcha despues del desayuno y menos gasto para el hotel. Nos sentimos engañados por parte de esta cadena de hoteles que deben mejorar mucho si pretenden seguir en este sector, nosotros no volvemos.
0;exacto, sandwich de mortadela por las tardes pero con aceitunas, eh?, y bizcocho del que sobra por las mañanas, pesimo todo incluido, aunque bien en bebidas, hay que decir que ponen primeras marcas. El trato del personal del hotel, el peor que he tenido, me abren una botella de agua y cuando me la van a retirar le digo que me la dejen que voy a echar en una botellita de agua para mi niña de dos años y me dicen que no se puede rellenar que me la quitan!, sin embargo a ron y cola puedo beber hasta hartar. Solo puedo retirar dos consumisiones por persona, con lo cual iba a por dos cervezas, para mi mujer y para mi, y luego a por los dos vasos de leche para mis hijos, doble viaje, penoso, lo entendería si fuera a retirar media docena de bebidas. En fin, que no hemos quedado muy contentos, porque estas son nuestras vacaciones pagadas y hay que hacer sentir al cliente muy bien, que no se le olvide a la direccion del hotel. Hasta nunca cartaya garden.
0;en primer lugar queria decir que la atencion en recepcion es pesima y aparte mu poca amabilidad yo hice la reserva un lunes con la peticion de vistas a la piscina y el miercoles yame para si me habian hecho la reserva bien y para preguntar si no habia problema por las vistas a la piscina, y me confiramron de k estaba todo correcto. yega el dia de entrada k eras el viernes y cuando yegamos al hotel no nos recibieron adecuadamente una vez k nos dieron el contrato para pagarlo me di cuenta de k las habitaciones nos la habian dado para los aparcamiento ,y yo mable le dije k habia un error y me dijo k que error habia y le dije el tema de las vistas y el me dijo k eso era imposible kuando las vista habia k pagarla aparte y yo le conteste k yo habia yamado el miercoles y k no me inforamor de nada y me dijo k eso no era su problema weno en fin k si eres de sevilla k mejor no vayas xk te tratan tela de mal y encima los camareros te faltan el respero asin k no aconsejo este hotel para nada
0;"Ni hay playa privada como se anuncian en Last minute, incluso para ir a una playa cercana había que coger el coche, y ésta da a un embarcadero. La piscina cubierta es un vaso mínimo del Spa; el masaje está mal dado por profesionales sin titulacion. La decoración es inexistente; la animación triste; el bar cierra a las 12h. La limpieza mala, los cristales no se habían limpiado desde la inauguración del hotelEstuve en semana santa y como llovió no había nada que hacer, incluso para el partido del Madrid Barcelona no habilitaron ni una televisión en el bar, sólo en una sala de conferencias."
1;Precioso complejo hotelero con muy buenas instalaciones, valoré mucho no tener niños corriendo por las instalaciones y piscina, con la tranquilidad que eso supone. EL ambiente en el hotel es un poco enrarecido, parejas que iban desde los 18 años hasta los 60, deberían definir el público objetivo para no hacer sentir incómodo a ningún rango de edad. Las habitaciones eran cómodas, limpias y espaciosas, aunque sin ningún tipo de buena decoración y con algo de ruido por las mañanas. El personal, aunque amable, necesita más experiencia. Nos atendió una chica que apenas hablaba español y que necesitó de la ayuda de sus compañeros. Además, nada más llegar nos hicieron pagar el completo de la estancia e intentaron vendernos servicios externos al hotel. Destacar la disponibilidad inmediata para resolver un problema técnico que tuvimos en la habitación. Recomendaría ir a este hotel por sus impresionantes insatalaciones y vistas al mar.
1;"Hemos pasado allí una semana en agosto. Fuimos con algo de trepidación por algunos de los comentarios, pero nada más lejos de la realidad. Positivo:Las comidas: Están muy bien, lo esperable. Pescado y carne fresca para comer y cenar todos los días, variedad de ensaladas. La pasta y las demás opciones un poco flojas, y faltaba algo más de verdura al margen de la ensalada. Variedad de sobra, y no hay nunca esperas. La animación: Variedad de actividades todos los días, los animadores estupendos. A lo mejor un poco masificado. Los espectáculos nocturnos bien, especialmente los caseros (los animadores geniales!).TI: Muy bien, un todo incluido de verdad (con la excepción de alguna bebida más cara). Marcas internacionales. El personal: Sin excepción, desde los camareros a los recepcionistas y animadores todos estupendísimos!! Especial gracias a María Antonia, la camamera del restaurante, y el señor del bar (lo siento, no nos acordamos del nombre!) y a todos los animadores, especialmente Irene y Víctor. Habitaciones: Muy amplias, mini bar repleto (bebidas no alcóholicas incluidas con el TI), baño bien, toallas bien. Terraza con vistas más o menos al mar. Muy bien insonorizadas. Camas.... ver negativo!Piscinas: Dos piscinas grandes, una de agua salada. Tumbonas de sobra. Genial. Negativo:Ubicación: No da a la playa, da a una especie de marina que hay que cruzar en barca para llegar a una playa muy tranquila, pero sin olas y un poco sucia. Pueblo más cercano El Rompido, que tiene lo justo- alguna tienda y bar. Es un hotel para quedarse, no se presta a salir de él a no ser para una excursión de una mañana o tarde entera. Las camas! Por favor, por favor, por favor, cambiad ya los colchones. Es una opinión que sé que se repite mucho y es verdad, son duros, antiguos y ""plasticosos"".En definitiva, muy buena experiencia. Gracias a todo el personal del hotel!Saludos, Sergio y Eva."
1;Soy poco dado a registrarme en este tipo de sitios web, maniático que es uno. Pero después de pasar una semana en este hotel creo que la mayoría de las opiniones vertidas son injustas, o al menos incorrectas. No valoro el número de estrellas, para mí es algo muy subjetivo, pero sí considero que la relación calidad/precio del hotel es genial. Servicio, fantástico, el personal del hotel en todo momento con una sonrisa en la boca y siempre dispuesto a ayudar (gracias a Jaime en recepción que el hombre se portó de lujo con un error en la reserva, sabiendo reaccionar rápido y de forma atenta). Comidas y bebidas, el servicio de restauración correcto, tanta diversidad en los platos que si algo no es de tu gusto, hay libertad de sobra para elegir. Los comentarios sobre el alcohol falsos, estuve toda la semana bebiendo Barceló Añejo, sin problemas, sin rellenos, y con dosificador. Fantástico el servicio de bar, desde las 10 de la mañana, hasta las 12 de la noche non-stop. El aire acondicionado de las habitaciones genial, diferentes intensidades y velocidades, sin problema alguno. El servicio de merienda igualmente fantástico, sandwiches de queso, de mortadela, etc., pasteles y fruta fresca, y por supuesto kikos. El spa y sus trabajadoras excepcionales, no me han tratado mejor en la vida. Los cuartos de baño de las habitaciones geniales. Las piscinas, sombrillas y hamacas muy, muy correctas.... El único pero, y es cierto, son los colchones. Yo duermo en lo alto de una espita, como se dice, pero son un poquito viejunos, es neceario cambiarlos. Bueno, no me enrrollo que va a parecer que me pagan los del hotel. El que quiera más por 100 pavos al día por persona, si lo encuentra, que me avise, porque yo no creo que exista. Un saludo a la gente del hotel, el de la 2210 que intentará repetir el año que viene :-).
1;Hotel amplio, habitaciones muy buenas y servicio excepcional. Íbamos con mucho miedo por las malas críticas y encima rebotados del oasis isla cristina que cerró en mayo. Como en todo hay peros, como puede ser la mejora de los colchones, que han de ir reemplazando pero que si te dejan dormir o que no hay camas matrimoniales, son todo dobles. Por otro lado y algo que me molestó bastante es que en la tierra del ibérico y en un hotel de gran categoría como este, no se puede andar dando en el desayuno, mortadela, choped, chorizo de pamplona, pavo o jamón de york, por dios, en un hotel de cuatro estrellas, incluso en el norte que es donde venimos, te ponen jamón, lomo y chorizo incluso no siendo ibérico. El año pasado en Jerez en el barceló montecastillo daban ibérico de bellota, si son cuatro duros a lo que salen tres lonchas por cada comensal....... lamentable y cutre en este aspecto. Eso sí de otras cosas saladas o dulces tienes de todo, pero ese montadito de mañana que se añora el resto del año....... me lo negaron. Las piscinas muy bien, con animación muy buena, spa de pago, gimnasio normalito pero algo es algo y minigolf. Además la playa está a cinco minutos andando en un paraje natural y por 2,70 euros te llevan en furgoneta a la playa y una barca te llega a la flecha arenosa exterior que está protegida medioambientalmente, vamos, una pasada. No me importaría volver y eso que no esperaba mucho de este hotel.
1;Sólo me alojo en hoteles de 4 y 5 estrellas , y he de decir que tanto el desayuno, las vistas y la piscinas no le tienen nada que envidiar a un 5 estrellas. Todo el personal estupendo... tanto el de recepción, como las camareras y las limpiadoras agradabilisimos. Facilidad de aparcamiento en los alrededores. Estupenda idea poner un establecimiento sólo para adultos en la zona, ya que mi marido y yo buscamos tranquilidad, y eso con niños es imposible... Lo peor del hotel, sin lugar a dudas, los largisimos pasillos mal comunicados con las zonas comunes... y las INCOMODISIMAS camas. La decoración de las habitaciones es sencilla y aspartana, pero sería perdonable por la amplitud de las mismas, si tuvieran una cama decente. Por cierto, no reponen los enseres de baño... Repetiré, ya que el Rompido me encanta, y más ahora cuando he descubierto este hotel que tiene hamacas de alquiler en la Playa de la Flecha...
0;Despues de 4 años consecutivos disfrutando mi familia y yo de este hotel , he pasado unos dias con mi mujer y solo puedo decir que se lo han cargado . Ahora es un hotel triste y estas deseando que termine la estancia para irte .Solo pido a la direccion , que sopese la idea de poner este hotel y vuelva a ser un hotel familiar en que pequeños y mayores disfrutamos con locura . Gracias
0;Quisiera advertir, que este hotel ha cambiado de nombre, ahora es HOTEL GARDEN PLAYA NATURA. Es el mismo lobo, con otro nombre, pero la misma piel ( sus instalaciones, buffet, animaciones y todo lo demas, sigue siendo igual). ¿Por qué ha cambiado de nombre ? Pues con la idea de captar a nuevos clientes, ofreciendoles algo nuevo, aunque lo unico nuevo es que no admiten niños, aunque perros hasta 15 kilos, si pueden entrar. Sinceramente es el peor hotel que he estado, y ya son muchos y varias cadenas ( BLAU, SOL, PLAYA, BARCELÓ etc..) Hemos vuelto muy desilusionados, esperabamos mucho mas, porque así lo decia su publicidad. No lo recomiendo, porque por el mismo precio encontramos hoteles de mejor calidad.
0;yo estuve en este hotel ace unos 6 años y no tiene que ver nada con el que es ahora. estube el puente del corpus. es un hotel aburridisimo lo an puesto solo para adulto osea que no dejan a niños. los dias que estuve abriamos en todo el hotel 5 o 6 parejas. el primer dia no abrieron el bufet por que decian que aviamos muy pocas personas, te mandan a comer al chiringuito de la piscina, que es por menu 1° y 2° plato nada que ver con el bufet. lo mejor sigue siendo la picsina
0;El hotel era regular. Nos esperabamos otra cosa. El spa estaba orinao y encima cobraban x todo. Las bebidas super caras y ademas sin incluir aunque tuvieras la tarifa de todo incluido. El personal era amablw pero un poco psicotico. La gerente parecia la novia de chuky la nuñeca diabolica. La animacion fue lo unico q nos gusto. No volveremos a repetir
0;"Estuvimos en pareja en régimen de TODO INCLUIDO 5 NOCHESEl servicio de recepción va con bastante retardo, pides algo y con suerte antes de terminar tu estancia quizás te lo concedan.. Paredes de la habitación suciasRespecto a los Colchones quizas los muelles que se clavan tengan algún fin terapeutico. Los ""SNACKS"" a mediodía kikos en vaso de plástico, y por la tarde solo se pueden elegir sandwiches de un solo ingrediente. Los cubatas bastante cortitos y si quieres buen refresco has de pagar 1 eurito mas. La botellita de agua no entra en TI, y si la quieres a acoquinar 4 euros.( tienen que ahorrar plástico..)El servicio de comedor dispone de muy poca variedad gastronómica, eso si; puedes degustar paella todos los días y cada uno de ellos con un sabor diferente. El gimnasio deja mucho que desear y las condiciones son pésimas. El acceso a la playa esta a unos 15 minutos y tienes que coger barco cuyo precio no me acuerdo. A dia de hoy creemos que al Hotel le sobra una estrella, así que no volveremos."
0;"Mucha fama, muchas prestaciones, pero las instalaciones no estaban bien cuidadas. La piscina no está abierta en esas fechas y sin embargo la dejan con agua hasta la mitad con lo que los niños se bañan, pero si vas a recepción a preguntar te dicen que aun no es temporada de baño con lo que aunque los clientes la usen no tienen ""obligación"" de tener socorrista ni vigilancia. El personal del hotel pasa por el lado de la piscina y en ningún momento prohíbe su uso con el consiguiente peligro tanto de accidente como de contaminación pues el agua está estancada y claro, tampoco hay personal de mantenimiento de la piscina ni activación de depuradora. Creo que un hotel como este debe de cercar la piscina o vaciarla por completo y retirar las tumbonas de alrededor que invitan a los clientes a su uso."
0;He estado este fin de semana y no me ha gustado nada. No estoy acostumbrado a ir a hoteles de 4 estrellas, pero la calidad es muy similar a un 3 estrellas. El buffet-almuerzo-cena muy mal, poca variedad y mala calidad. No se ve elaboracion de ningun tipo, principalmente frituras. Los postres con buena presentacion, pero insipidos a mas no poder. LLegue a las 11.30 de la mañana y pedi una cuna para mi hija y despues de 3 peticiones mas consegui que me la colocaran en la habitacion a las 23.00. Pedi hielo para subir a la habitacion y resulta que no tienen para las habitaciones, si os lo iba a pagar!!! Las vistas de la habitacion hacia un monton de pinos que habia en la entrada. Y la conexion a internet a 4 euros/hora. yo pensaba que despues del cablijazo de 250 euros la noxe iba a tener otro trato.
0;Intentan no darte garage en T:I que es gratis diciendo que esta lleno (mentira).No dan botellas de agua sino vasitos que se va evaporando mientras te desplazas. T.I refrescos de maquina y frutos secos dos cucharaditas en un vaso. Ni patatas ni helados solo frutos secos como en los zoologicos. De 17 a 19 bimbo de mortadela del desayuno con bizcocho duro y bebidas eso es todo el todo incluido. Descoordinacion entre recepcion y empleados, colas para comer y un cuarto de hora antes de terminar las comidas las recogen. En vez de estar tranquilo te estresas mas con las prisas. El espectaculo de lunes a viernes pesimo. Piscina bien agua salada pero cuidado con el gresite ya que hay zonas rotas y corta.. El socorrista termina su horario a las 19:00 el resto del tiempo supuestamente la piscina debe estar vacia o bajo tu responsabilidad(hay que ahorrar).Mejor gastarse un poco mas y elegir otro hotel con mas calidad.
1;No entiendo esta mala fama q se le intenta crear a estos apartamentos. No son 5 estrellas, es cierto. En época de verano hay mosquitos, es cierto también, pero eso no es directamente culpa del establecimiento, bien podrían poner mosqueteras, tb es cierto, pero q con una velita de 2 € del mercadona puedes disfrutar sin mosquitos.. Digo esto porque lo he leído como punto negativo en algun comentario anterior y me parece el colmo de la estupidez.. A lo q voy, a mi me resultó un complejo muy bueno. Mi apartamento era muy amplio, bien amueblado y equipado. Las zonas comunes me cautivaron.. que piscina!!! Me gustó casi mas q la playa de roquetas, la verdad.. Sólo diré q reservamos para 3 días y acabamos ampliando la estancia. Salimos encantados y volveríamos sin problema..
1;Gracias a todos los que habéis comentado tan mal estos apartamentos. Me había hecho una idea tan nefasta después de leer los comentarios que cuando llegué me quedé sorprendido por los comentarios que había leído. Acabo de llegar hoy de 10 dias de vacaciones en ellos y tan solo puedo hablar bien de lo que me he encontrado. Debe ser que las cucarachas estaban también de vacaciones porque yo no he visto ninguna. El servicio de limpieza era cada cuatro dias como había contratado y no han fallado. Las condiciones del apartamento eran como me podía esperar para un apartamento de 2 llaves. La única incomodidad era que había de desplazarse 300 metros para comer al Arena Center, donde la atención y la calidad se correspondía con las 4 estrellas que había en la puerta de entrada. Se lo recomendaría a cualquiera ya que la relación calidad-precio es realmente buena.
0;me uno a todas las criticas del golf center roquetas de mar para empezar las escaleras estan abandonadas , falta de pintura puertas rotas y desconchones de humedad .En el cuarto de baño solo toallas y papel higienico nada mas la bañera oxidada y la tapadera del bater rota el sofa cama las fundas rotas las puertas , de los muebles y todo el mobilario super viejo el termo se caia de viejo que era, no hay persianas y las rejas oxidadas en fin de verguenza entra sanidad y cierra todo , sin aire acondicionado lo unico bueno las piscinas menos mal, no se lo recomiendo a nadie hay que ir a otro hotel a comer porque este no tiene nada de nada
0;Buenas Tardes, hemos pasado este fin de semana allí y vaya decepción, nada más entrar el viernes había cucarachas en el salón y en el baño que parecían caballos. El Sofa cama con 4 tablas partidas y remachadas con dos tablones contrapuestos con cinta aislante, vaya tela para dormir. Los pasillos del bloque sin luz, hasta el punto que me caí y me torcí el tobillo derecho y todo esto además de los vecinos juerguistas de los que no tienen culpa en recepción pero como esta cerrada no tienes donde quejarte. La piscina es lo único que está bien, porque ni hay restaurante, ni animación ni nada más.
0;llegamos el primer dia y por pocas si podemos abrir la puerta y por la noche al irnos a dormir el apartamento parecia un zoologico cucarachas por todos lados los niños asustados sin poder dormirse y llmas y te dicen que hasta el dia siguiente no hay nada que arrascar menos mal que insisti y me cambiaron de apartamento no tenia nada que ver con el que me habian dado al principio la piscina muy buena fenomenal eso del bar nada aquello esta mas chapado que vamos en fin hay que pensarselo despues de haber estado alli y otra cosa un aire acondicionado mas bueno o mas malo no vendria nada mal calor a tope durante el dia
1;a mi familia y a mi nos gusto todo, la casa grande y bastante limpita, tambien ,bastante bien echipada, la piscina un 10,sitio tranquilo, de dia y de noche ,serca de la playa, unos 10 minutillos, andando, la comida muy muy buena ,bamos unas vacaciones maravillosas, una semana perfecta para nosotros y para nuestros crios.
0;Este pasado fin de semana pensabamos tener un poco de disfrute y descanso en este hotel creo que el nombre que tiene Golf Center le queda bastante grande para lo que realmente hemos visto allí.En primer lugar el servicio de habitaciones es horroroso de limpiezas empezando por encotrarnos pelos en las sábana (y eso que supuestamente habían hecho la habitación) hasta encontrarnos un nido de hormigas, mosquitos, etc y era imposible poder dormir puesto que hacía un calor de muerte y no había ni un triste ventilador más que descansar he venido que parece que me han metido una paliza del cansancio que tengo. La comida maliiiiiiiiiiiiiisima, los camareros super sosos, antipáticos y tardonos, despues decimos que hay crisis??? nos vendieron dos botellas de agua cumplidas y la anécdota que nos pasó fue que a las 15:30 fuimos a comer el camarero nos ofreció menú y carta yo y la hija de mi novio pedimos menú y mi novio se encaprichó con una comida muy sencilla de la carta como es el Arroz a la cubana, pues sabe lo que nos dijo el camarero??que no podia ser porque la cocina cerraban a las 16:00 h y ese plato en concreto tardaba mucho en hacerse¿¿¿??? entonces porque nos ofrecen la carta???muy poca profesionalidad, en resumen, la próxima vez que vaya a Roquetas prefiero dormir en la playa antes que volver a ir a ese apartamento lo único que se salva es el recepcionista que es bastante amable y simpátco.
1;hemos estado una semana en los apartamentos y la verdad que hemos vuelto muy contentos, antes de ir lei todos los comentarios y llege pensando en que iba a ser horrible, pero todo lo contrario no se que es lo que espera la gente, el personal ha sido de lo mas amable, las instalaciones bastante bien, piscina limpia, aptments limpios, lo de los robos, si en tu casa dejas la puerta abierta te roban, pues alli lo mismo, en general muy bien.
0;Quien crea que pagando barato va a tener un servicio 5 estrellas está muy equivocado. Hay que estar claro en donde se está metiendo. No estaba tan sucio como lo que dicen algunos comentarios, el nuestro estaba bastante limpio. El bar deja mucho que desear, no recomiendo por nada del mundo comer alli. Las piscinas están bastante bien. Recomiendo llevar ventiladores si vais en verano. No hay a quien recurrir durante la noche y casi todas las noches había escándalos en los apartamentos o en la piscina. Una noche había unos borrachos haciéndo escándalo en la piscina a las 3:30 de la madrugada y en otra ocasión alguien tuvo que salir de madrugada a montarles un follón a unos que no dejaban de dar voces, cantar y gritar como energúmenos. Allí la fama de gritones, escandalosos y palurdos que tenemos quedó una vez más plasmada de manera vergonzozamente patética. El día que nos ibamos, había un tío taladrando y otro con una motosierra cortando los arbustos, a las 9 de la mañana!!! Obviamente a esta gente les importa muy poco el trato a los clientes. Así que si quiere pagar poco, ya sabe a qué atenerse.
0;Playa 800 mtsZona de Bares y Ambiente 650 mts la más cercanaNo tienen aire acondicionado, durante el día no hay quien pare dentro. El restaurante no existe, es un bar, no es Buffet. La Pension (Completa o media) se limita a lo que la cocinera tenga de sobra en ese momento, sin opcion de elegir, por ejemplo la carne con tomate que tiene para las tapas. Limpieza y cambio de toallas cada cuatro días, y a 1000 por hora, y de vez en cuando se veía alguna que otra cucaracha, eso si, dentro del apartamento no.
0;Viendo el entorno de los apartamentos esperabamos otra cosa. Nuestro apartamento estaba en una segunda planta por lo que tuvimos que subir y bajar unas cuantas escaleras cargados de maletas. Sin aire acondicionado, ni ventiladores de techo ni nada. El mobiliario antigüo, las camas inestables, hasta la cisterna del retrete funcionaba mal, había una pequeña tele pero sin mando a distancia, la cocina apenas sin utensilios, ni microondas. Y lo peor cucarachas!!!!En la cocina habia una ventana que no tenia ni un ligero visillo para mantener la intimidad. Lo único que me gustó fueron las piscinas, por lo demás este complejo deja mucho que desear.
